100
   -1.10228     1.20281   
    0.10936    0.223017   
   -1.06554   -0.458677   
   0.886202    0.355274   
  -0.886601   -0.970578   
   -1.83845   -0.174494   
   0.356141    0.106539   
   0.203726    -2.28962   
  -0.561331    -2.28763   
  -0.799703    0.821087   
   -1.22601    0.849019  
    1.01934    0.260333  
   0.101522   -0.858856  
   0.657197    -2.09448 
  -0.410444     1.40914 
   0.447174    -1.31918 
     1.1469   -0.410935 
   -1.36731    0.927019 
    2.03994   -0.155009 
    0.44829   -0.820842 
  0.0481106    0.565354 
   0.147788     1.51983 
    1.51269    0.103994 
   0.412019    0.813246 
    1.47927   -0.378047 
   -2.45411  -0.0228202 
   0.582176   -0.476107 
    1.93182     1.05112 
  -0.978493    -1.22932 
   0.427048     1.56966 
     0.6746    0.835707 
 -0.0902697     1.47774 
  -0.294955   -0.491096 
  -0.501073    0.605235 
   0.443154    0.869987 
  -0.049053    0.115021 
   0.680338   0.0874746 
    1.43668     -2.2187 
   0.321422   -0.551303 
   -1.96574     -1.9678 
  -0.100876    -0.13425 
   0.861334     1.00799 
  -0.603126   -0.131082 
   0.525399    0.186699 
   0.495512    0.214678 
  -0.718257     1.24584 
  -0.103151     1.54008 
    1.75633    -1.05263 
  -0.173933    0.415582 
   0.905577    0.457406 
    0.11379   -0.588256 
   -2.15167   -0.095566 
    1.14209    -1.61676 
  -0.590501    0.328384 
   0.223322    0.687272 
    -1.7826    -1.34591 
    1.40047   -0.190112 
    1.43004   -0.263657 
  -0.556647      1.2149 
   0.146182    0.200638 
    -0.5097    -0.55494 
   0.627694   -0.888593 
  -0.414845   0.0864747 
  -0.621942    -2.64156 
  -0.267982    -1.21475 
   -1.13904   -0.414631 
   -1.55281     1.77867 
   0.133423    -1.13415 
  -0.808089   -0.221941 
   0.950176    -1.51522 
  -0.581273   -0.092144 
    1.11648   -0.190615 
  -0.981061    0.827434 
 -0.0775276   -0.199635 
   0.469031    0.551919 
   0.629818     1.86976 
   -1.46178     1.02606 
    -1.4963     1.53806 
   0.214684     1.21062 
   0.442494     1.00149 
   -1.24674    -1.99655 
 -0.0768255   -0.439312 
   -1.18203   0.0401894 
    0.38391    0.540945 
   -1.22159   -0.515426 
  -0.136475    -0.82107 
  -0.709422   0.0388273 
  -0.198717     -1.0925 
   0.691078    0.491852 
   0.302421    -1.04017 
  -0.381663   -0.462588 
   0.781278    0.465359 
  -0.573041   -0.983631 
   -2.08374   -0.126759 
   -2.35926     1.36151 
  0.0680665    0.242584 
   -1.70053    0.145069 
  -0.249536   -0.360701 
  -0.373944    -1.17737 
   -1.96574     -1.9678 
