231.81 108.84
254.24 142.5
248.43 179.77
272.89 178.91
275.93 198.87
260.54 204.15
259.01 220.68
276.36 218.73
282.0 230.66
287.22 210.33
294.89 223.68
307.34 226.9
314.63 234.98
314.67 245.03
306.69 253.62
294.14 258.91
296.87 241.62
284.07 241.93
278.74 251.75
263.29 251.39
269.63 236.12
258.78 236.86
248.32 236.51
245.62 247.9
253.09 257.22
242.84 263.32
252.67 270.96
262.64 270.36
272.44 262.56
282.54 269.51
294.31 271.87
298.72 279.78
307.38 284.72
318.43 281.19
328.21 288.58
328.97 303.53
339.43 311.2
349.55 316.62
342.44 323.98
330.83 320.73
320.0 313.88
306.45 316.27
292.19 324.23
291.89 338.86
301.5 346.14
275.83 328.37
261.18 331.19
249.92 324.52
245.32 334.93
253.51 343.79
240.06 345.8
232.48 353.26
228.55 364.87
239.79 373.61
250.31 361.8
251.99 375.69
261.5 375.89
265.13 384.56
257.94 387.48
249.84 385.83
239.29 385.87
246.3 394.33
253.3 394.48
258.66 397.69
255.94 403.3
261.9 409.73
258.37 418.53
256.59 428.93
250.96 435.92
255.66 441.79
259.29 448.66
267.61 450.13
272.38 443.78
279.35 440.11
284.04 435.48
278.81 431.88
272.31 434.85
264.17 438.54
265.75 427.09
268.99 418.01
275.99 424.38
284.47 427.24
290.99 425.62
297.55 422.76
303.4 427.05
310.69 425.74
311.26 417.94
307.18 411.95
301.67 415.99
293.75 415.0
292.7 406.59
295.21 398.91
303.0 396.47
308.73 391.91
315.29 392.56
321.11 391.52
325.77 388.04
331.8 386.66
337.31 383.18
334.38 379.16
341.1 376.97
347.83 376.32
345.81 383.42
344.75 390.78
339.1 387.85
332.92 393.26
339.8 396.21
344.9 401.92
350.24 397.6
352.43 389.47
357.91 395.17
365.39 390.84
365.99 398.48
359.99 403.51
352.97 405.58
350.87 412.88
347.26 418.85
349.2 426.44
355.32 428.72
361.45 426.41
356.05 419.71
359.07 412.01
366.19 413.76
364.65 420.65
230.38 549.43
238.62 549.93
238.18 543.94
245.1 546.7
251.68 543.82
252.21 536.92
244.53 539.1
243.6 530.2
237.58 533.86
229.29 532.03
233.43 540.39
227.06 540.4
222.03 545.46
218.51 538.06
220.21 529.69
224.11 522.57
220.64 514.14
220.99 504.03
211.18 502.49
206.94 512.29
199.29 518.84
197.3 529.02
197.85 540.28
187.86 537.82
177.78 540.73
170.37 545.17
169.09 552.41
157.46 550.82
153.83 557.74
150.04 565.03
144.93 571.4
139.3 574.65
132.93 572.57
126.57 571.63
120.16 571.9
114.32 578.09
105.28 583.93
113.27 566.6
105.2 570.61
98.06 576.4
88.93 571.9
86.43 561.53
96.86 559.39
105.74 559.47
112.93 554.53
116.33 545.14
127.14 550.26
121.87 554.72
118.99 561.61
124.6 564.41
128.88 558.37
136.01 559.86
135.6 553.86
136.2 548.04
130.41 543.76
123.96 541.54
128.22 534.33
128.44 524.22
135.85 526.77
140.07 522.09
146.28 528.03
154.17 528.61
158.5 534.6
166.68 537.89
162.66 545.33
150.97 545.2
157.1 541.1
148.97 536.52
141.7 534.23
134.92 533.52
137.07 540.56
143.24 544.07
145.99 551.82
144.11 558.48
141.46 565.22
135.37 566.13
130.01 565.91
126.24 579.27
134.12 580.33
128.55 590.27
120.19 586.12
113.03 592.25
102.01 596.44
93.11 589.74
84.78 583.0
73.02 571.11
45.02 567.38
15.71 568.69
20.35 524.91
59.94 532.43
89.93 547.34
95.75 533.99
110.2 533.21
118.92 534.7
118.43 525.42
105.22 545.62
111.38 498.37
113.39 507.83
121.64 501.58
125.37 509.98
121.38 516.21
112.34 518.18
103.55 523.76
93.97 518.56
104.39 512.34
102.39 501.3
107.82 484.2
117.51 492.15
123.26 484.95
120.8 476.22
120.78 464.93
130.76 456.53
132.31 444.95
140.12 435.39
148.92 427.0
137.03 414.22
154.49 414.83
167.42 411.53
177.55 403.66
183.83 394.3
189.98 384.71
189.78 373.02
179.96 379.95
183.89 360.42
195.55 361.86
192.69 347.42
203.56 351.94
208.34 341.7
202.11 333.56
193.62 334.92
185.65 337.96
178.56 345.48
172.6 354.32
163.76 363.02
173.07 369.2
152.47 390.04
157.06 376.93
168.02 380.09
171.78 390.08
164.44 397.26
153.43 402.84
193.65 405.33
208.03 410.71
215.19 417.4
214.34 427.73
222.49 424.31
230.26 424.63
236.76 429.37
245.03 427.89
247.99 419.85
252.73 411.76
249.41 404.37
244.0 401.63
237.43 398.86
234.59 407.78
243.43 410.78
237.69 418.18
227.85 415.46
223.07 407.26
221.8 397.67
231.13 392.6
222.9 379.33
211.1 392.13
197.98 391.7
203.02 379.73
202.97 370.13
210.87 363.07
217.1 351.92
221.86 339.08
232.23 332.28
238.11 322.31
230.21 313.16
224.99 321.55
217.64 323.53
211.61 329.95
210.94 316.85
201.02 314.3
198.69 324.21
187.5 324.71
190.18 315.29
193.13 305.16
198.95 295.15
209.4 288.84
220.72 287.62
215.7 274.29
217.38 259.75
232.24 253.28
230.35 267.5
241.25 275.05
247.11 283.33
243.88 295.53
231.85 282.6
228.4 297.04
236.74 304.43
246.07 311.12
